ProteinID	Known_GO_Terms
P26983	GO:0022627, GO:0043024, GO:0045900
P27394	GO:0005737, GO:0009399, GO:0046872, GO:0051539
P33997	GO:0003677, GO:0044010, GO:0045893
P36206	GO:0003677, GO:0005829, GO:0030261, GO:0030527
P37057	GO:0045893
P38382	GO:0005886, GO:0006605, GO:0008320, GO:0009306, GO:0031676, GO:0043952, GO:0065002
P38512	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
P38514	GO:0003735, GO:0006412, GO:0022625
P38520	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
P39158	GO:0003676, GO:0003677, GO:0005737, GO:0010468
P39809	GO:0016989, GO:0044781
P41039	GO:0008270, GO:1900378
P42924	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
P43709	GO:0000035, GO:0000036, GO:0005829, GO:0009245
P43722	GO:0003677, GO:0005829, GO:0030261, GO:0030527
P43723	GO:0003677, GO:0005829, GO:0006310, GO:0006355, GO:0006417, GO:0030527
P43724	GO:0003677, GO:0005694, GO:0005829, GO:0006310, GO:0006355, GO:0006417, GO:0030527
P43914	GO:0005829, GO:0006308, GO:0008855, GO:0009318
P44025	GO:0005737, GO:0006105
P44035	GO:0005886, GO:0030428, GO:0032153, GO:0043093
P44048	GO:0005506, GO:0005829, GO:0034599
P44062	GO:0000917, GO:0000921, GO:0005829, GO:0030428, GO:0032153, GO:0043093
P44322	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P44361	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
P44363	GO:0003735, GO:0006412, GO:0022625
P44364	GO:0003735, GO:0006412, GO:0022625
P44365	GO:0003735, GO:0006412, GO:0022625
P44366	GO:0003735, GO:0006412, GO:0022625
P44369	GO:0003735, GO:0006412, GO:0022625
P44382	GO:0003735, GO:0005737, GO:0006412, GO:0015935
P44383	GO:0003735, GO:0006412, GO:0019843, GO:0022627
P44437	GO:0003723, GO:0005829, GO:0006355, GO:0043487, GO:0045974
P44592	GO:0005886, GO:0015031
P44651	GO:0005048, GO:0005737, GO:0051224
P44668	GO:0005829, GO:0008198, GO:0016226
P44746	GO:0005737, GO:0046872, GO:0051539
P44879	GO:0005829, GO:0006109, GO:0006402, GO:0045947, GO:0045948, GO:0048027
P44959	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
P44966	GO:0003700, GO:0043565
P45035	GO:0005886, GO:0015886, GO:0017004, GO:1903607
P45281	GO:0003735, GO:0006412, GO:0008097, GO:0022625
P45472	GO:0004520, GO:0006974, GO:0008296
P46119	GO:0016020, GO:1901422, GO:1901562
P46449	GO:0003676, GO:0003677, GO:0005829, GO:0006355, GO:0010468
P46789	GO:0003735, GO:0006412, GO:0022625
P47401	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
P47406	GO:0003735, GO:0006412, GO:0019843, GO:0022627
P47419	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P47529	GO:0000035, GO:0000036, GO:0005829, GO:0009245
P47663	GO:0003735, GO:0006412, GO:0019843, GO:0022627
P47684	GO:0003735, GO:0005737, GO:0006412, GO:0015935
P48859	GO:0003676, GO:0003677, GO:0005737, GO:0010468
P48944	GO:0003735, GO:0005737, GO:0006412, GO:0015935, GO:0019843
P48946	GO:0003735, GO:0006412, GO:0022627, GO:0070181
P48959	GO:0003735, GO:0006412, GO:0022625
P51777	GO:0003676, GO:0003677, GO:0005737, GO:0010468
P54009	GO:0002181, GO:0003735, GO:0022625
P54011	GO:0003723, GO:0003735, GO:0006412, GO:0008270, GO:0019843, GO:0022625
P54013	GO:0003735, GO:0006412, GO:0022625
P54016	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
P54027	GO:0003735, GO:0006412, GO:0008270, GO:0022625, GO:0070180
P54028	GO:0000028, GO:0003723, GO:0003735, GO:0006412, GO:0008270, GO:0022627
P54035	GO:0003735, GO:0006412, GO:0022625
P54054	GO:0003723, GO:0003735, GO:0006412, GO:0022625, GO:0042273
P54056	GO:0003735, GO:0006412, GO:0022625
P54065	GO:0000028, GO:0003735, GO:0006412, GO:0022627, GO:0030490
P54110	GO:0002181, GO:0003735, GO:0008270, GO:0019843, GO:0022627
P55874	GO:0003735, GO:0006412, GO:0022625
P56021	GO:0003735, GO:0005737, GO:0006412, GO:0008270, GO:0015935, GO:0019843
P56022	GO:0003735, GO:0006412, GO:0019843, GO:0022627
P56023	GO:0003735, GO:0005737, GO:0006412, GO:0015935
P56026	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
P56027	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
P56050	GO:0003735, GO:0006412, GO:0022625
P56052	GO:0003735, GO:0006412, GO:0022625
P56464	GO:0000035, GO:0000036, GO:0005829, GO:0009245, GO:0031177
P56613	GO:0003735, GO:0006412, GO:0022625
P56614	GO:0043709
P56866	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P57710	GO:0000028, GO:0003735, GO:0006412, GO:0022627, GO:0030490
P57902	GO:0003700, GO:0043565, GO:0045893
P58001	GO:0005829, GO:0006308, GO:0008855, GO:0009318
P58084	GO:0003735, GO:0006412, GO:0022625
P58152	GO:0032955, GO:0042802, GO:0051301
P59661	GO:0005524, GO:0006412, GO:0006450, GO:0050566, GO:0050567, GO:0070681
P60515	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P61688	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P61931	GO:0000028, GO:0003723, GO:0003735, GO:0006412, GO:0008270, GO:0022627
P61996	GO:0140737
P62164	GO:0009847, GO:0030435, GO:0030436
P62171	GO:0003676, GO:0003677, GO:0005737, GO:0010468
P62186	GO:0009847, GO:0030435, GO:0030436
P62230	GO:0003735, GO:0005737, GO:0006412, GO:0015935
P62522	GO:0008652, GO:0009082, GO:0031555
P63439	GO:0000035, GO:0000036, GO:0005829, GO:0009245
P63442	GO:0000035, GO:0000036, GO:0005829, GO:0009245
P63447	GO:0000035, GO:0000036, GO:0005829, GO:0009245
P63876	GO:0005829, GO:0006109, GO:0006402, GO:0045947, GO:0045948, GO:0048027
P64127	GO:0003700, GO:0043565
P64161	GO:0005886, GO:0030428, GO:0032153, GO:0043093
P64345	GO:0003723, GO:0005829, GO:0006355, GO:0043487, GO:0045974
P64386	GO:0003677, GO:0005829, GO:0030261, GO:0030527
P64389	GO:0003677, GO:0005829, GO:0030261, GO:0030527
P64393	GO:0003677, GO:0005829, GO:0006310, GO:0006355, GO:0006417, GO:0030527
P64442	GO:0010447, GO:0044010
P64455	GO:0005829
P64508	GO:0034605, GO:0036460, GO:0097533
P64519	GO:0044011, GO:0070301, GO:0071468
P64530	GO:0003677, GO:0005737, GO:0045892, GO:0046872
P64545	GO:0005886, GO:0097501, GO:1990532
P64567	GO:0005737, GO:0010447
P64614	GO:0042597, GO:0044011, GO:0070301, GO:0071468
P65106	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P65108	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P65110	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P65113	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P65115	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P65116	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P65122	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P65128	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P65363	GO:0000918, GO:0005886, GO:0032955
P66123	GO:0003735, GO:0006412, GO:0022625
P66125	GO:0003735, GO:0006412, GO:0022625
P66130	GO:0003735, GO:0006412, GO:0022625
P66131	GO:0003735, GO:0006412, GO:0022625
P66136	GO:0003735, GO:0006412, GO:0022625
P66151	GO:0003735, GO:0006412, GO:0022625
P66161	GO:0003735, GO:0006412, GO:0022625
P66166	GO:0003735, GO:0006412, GO:0022625
P66169	GO:0003735, GO:0006412, GO:0022625
P66170	GO:0003735, GO:0006412, GO:0022625
P66226	GO:0003735, GO:0006412, GO:0022625
P66239	GO:0003735, GO:0006412, GO:0022625
P66267	GO:0003735, GO:0006412, GO:0022625
P66269	GO:0003735, GO:0006412, GO:0022625
P66274	GO:0003735, GO:0006412, GO:0022625
P66279	GO:0003735, GO:0006412, GO:0022625
P66283	GO:0003735, GO:0006412, GO:0022625
P66401	GO:0003735, GO:0006412, GO:0008270, GO:0015935, GO:0019843
P66417	GO:0003735, GO:0005737, GO:0006412, GO:0008270, GO:0015935, GO:0019843
P66420	GO:0003735, GO:0005737, GO:0006412, GO:0015935, GO:0019843
P66427	GO:0003735, GO:0006412, GO:0019843, GO:0022627
P66431	GO:0003735, GO:0006412, GO:0019843, GO:0022627
P66438	GO:0003735, GO:0005737, GO:0006412, GO:0015935
P66445	GO:0003735, GO:0005737, GO:0006412, GO:0015935
P66449	GO:0003735, GO:0006412, GO:0019843, GO:0022627
P66451	GO:0003735, GO:0006412, GO:0019843, GO:0022627
P66457	GO:0003735, GO:0006412, GO:0022627, GO:0070181
P66459	GO:0003735, GO:0006412, GO:0022627, GO:0070181
P66461	GO:0003735, GO:0006412, GO:0022627, GO:0070181
P66470	GO:0003735, GO:0006412, GO:0022627, GO:0070181
P66473	GO:0003735, GO:0006412, GO:0022627, GO:0070181
P66480	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
P66484	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
P66487	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
P66491	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
P66503	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
P66508	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
P66603	GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0070181, GO:1990904
P67267	GO:0003677, GO:0005829, GO:0043590
P67383	GO:0005829, GO:0006351
P67458	GO:0005829, GO:0006308, GO:0008855, GO:0009318
P67466	GO:0005829, GO:0006308, GO:0008855, GO:0009318
P67616	GO:0005506, GO:0005829, GO:0034599
P67617	GO:0005506, GO:0005829, GO:0034599
P67699	GO:0003677, GO:0006355
P67899	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
P67917	GO:0003735, GO:0006412, GO:0022625
P68206	GO:0005829, GO:0060187
P68573	GO:0003677, GO:0005829, GO:0030261, GO:0030527
P69226	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P69957	GO:0010629
P69963	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
P71622	GO:0045727
P72851	GO:0003735, GO:0005840, GO:0006412, GO:1990904
P72866	GO:0003735, GO:0006412, GO:0019843, GO:0022627
P73301	GO:0003743, GO:0005829, GO:0019843, GO:0043022
P73311	GO:0003735, GO:0006412, GO:0019843, GO:0022627
P73312	GO:0003735, GO:0006412, GO:0022625
P73316	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
P73336	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
P73418	GO:0003677, GO:0005829, GO:0030261, GO:0030527
P73492	GO:0005737, GO:0015038, GO:0034599, GO:0045454
P73790	GO:0006729, GO:0008124
P74095	GO:0005506, GO:0051604, GO:1902670
P74267	GO:0003735, GO:0006412, GO:0022625
P74410	GO:0003735, GO:0005737, GO:0006412, GO:0015935
P75694	GO:0009314, GO:0042597
P75991	GO:0045892, GO:0071468
P75992	GO:1900191
P76057	GO:0032359, GO:1990837
P76127	GO:1902210
P76509	GO:0003677, GO:0009007, GO:0009307, GO:0016032, GO:0032259
P77091	GO:0005886, GO:0006974
P77295	GO:0003677, GO:0003700, GO:0006355
P77330	GO:0005886, GO:0071286
P77695	GO:0005829, GO:0006636
P80459	GO:0004471, GO:0006099, GO:0030060
P81786	GO:0004029, GO:0006066, GO:0008106, GO:0008270, GO:0043878
P83707	GO:0004784, GO:0019430, GO:0030145
P84799	GO:0005737, GO:0019773
P85110	GO:0005576, GO:0030115, GO:0031160
P85122	GO:0005576, GO:0030115, GO:0031160
P95006	GO:0006355, GO:0045927
P95459	GO:0003676, GO:0003677, GO:0005829, GO:0010468
P9WF17	GO:0045927, GO:0097351
P9WF23	GO:0045927, GO:0097351
P9WF29	GO:0005829, GO:0006308, GO:0008855, GO:0009318
P9WGN5	GO:0005886, GO:0009306, GO:0015450
P9WH31	GO:0003735, GO:0005737, GO:0005840, GO:0005886, GO:0006412, GO:0009274, GO:0070181, GO:1990904
P9WH41	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
P9WH45	GO:0000028, GO:0003735, GO:0005886, GO:0006412, GO:0019843, GO:0022627
P9WH47	GO:0003735, GO:0005886, GO:0006412, GO:0009274, GO:0022627, GO:0070181
P9WH49	GO:0003735, GO:0006412, GO:0022627, GO:0070181
P9WH55	GO:0003735, GO:0005886, GO:0006412, GO:0019843, GO:0022627
P9WH91	GO:0003735, GO:0006412, GO:0022625
P9WH97	GO:0003735, GO:0006412, GO:0022625
P9WHA3	GO:0003735, GO:0006412, GO:0022625
P9WHA7	GO:0003735, GO:0006412, GO:0022625
P9WHA9	GO:0003735, GO:0005840, GO:0006412, GO:1990904
P9WHB1	GO:0003735, GO:0005840, GO:0006412, GO:1990904
P9WHB3	GO:0003735, GO:0005886, GO:0006412, GO:0009274, GO:0022625
P9WHB9	GO:0000027, GO:0003735, GO:0005829, GO:0005886, GO:0006412, GO:0019843, GO:0022625
P9WHG7	GO:0044003
P9WI93	GO:0006729, GO:0008124
P9WJ07	GO:0045927
P9WJ09	GO:0006355, GO:0045927
P9WJ11	GO:0045927
P9WJ21	GO:0006355, GO:0045927
P9WJ23	GO:0045927
P9WJ33	GO:0005576, GO:0045927
P9WJ35	GO:0045927
P9WJ39	GO:0045927
P9WJ43	GO:0045927
P9WJ45	GO:0003677, GO:0006355, GO:0097351, GO:0098754
P9WJ59	GO:0045926, GO:0075136
P9WJ75	GO:0097351, GO:0098754
P9WJ85	GO:0003677, GO:0045927, GO:0098754
P9WKK3	GO:0003743, GO:0005829, GO:0005886, GO:0009274, GO:0019843, GO:0043022
P9WL41	GO:0005886, GO:0006355, GO:0045927
P9WLS3	GO:0005829, GO:0005886, GO:0052572
P9WLZ1	GO:0005886, GO:0006355
P9WM83	GO:0001666, GO:0005829, GO:0009274
P9WN17	GO:0009055, GO:0016491, GO:0045454
P9WNI9	GO:0005576, GO:0032991
P9WNJ3	GO:0005576, GO:0005886
P9WNJ9	GO:0005576, GO:0005886, GO:0009274
P9WP75	GO:0003676, GO:0003677, GO:0005737, GO:0009274, GO:0010468
Q06579	GO:0015643, GO:0030153
Q06799	GO:0005886, GO:0006605, GO:0008320, GO:0009306, GO:0043952, GO:0065002
Q2EEQ2	GO:0003735, GO:0006412, GO:0022626, GO:1990904
Q2FW08	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q2FW10	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q2FW14	GO:0003735, GO:0006412, GO:0022625
Q2FW15	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q2FW28	GO:0003743, GO:0005829, GO:0019843, GO:0043022
Q2FXQ0	GO:0003735, GO:0006412, GO:0022625
Q2FXY6	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
Q2FY47	GO:0005829, GO:0006308, GO:0008855, GO:0009318
Q2FYN2	GO:0003676, GO:0005737, GO:0010468
Q2FYU5	GO:0003735, GO:0005737, GO:0006412, GO:0015935, GO:0019843
Q2FZ45	GO:0003735, GO:0005737, GO:0006412, GO:0015935
Q2FZF1	GO:0003735, GO:0006412, GO:0015934
Q2G111	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q2G113	GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0070181, GO:1990904
Q2G2H6	GO:0005886, GO:0015385
Q2G2Q1	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q2W8L5	GO:0110143
Q32GM0	GO:0005576, GO:0019836, GO:0044177, GO:0090729
Q46905	GO:0005506, GO:0009294, GO:0051536
Q55899	GO:0000918, GO:0005886, GO:0032955
Q56108	GO:0009055, GO:0045454
Q57665	GO:0003690, GO:0003723, GO:0005694, GO:0005737, GO:0030261
Q57671	GO:0005524, GO:0016020, GO:0042777, GO:0046933, GO:0046961
Q58001	GO:0015035
Q58145	GO:0005506, GO:0009055, GO:0043448
Q58150	GO:0005506, GO:0009055, GO:0043448
Q58521	GO:0004540, GO:0046872
Q58Y44	GO:0005737, GO:0034010
Q5E7H1	GO:0003690
Q5JDG7	GO:0003998
Q5JDH1	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q5JE50	GO:0000028, GO:0003723, GO:0003735, GO:0006412, GO:0008270, GO:0022627
Q5JF39	GO:0003690, GO:0003723, GO:0005694, GO:0005737
Q5JGR4	GO:0000028, GO:0003735, GO:0006412, GO:0022627, GO:0030490
Q5JGT5	GO:0002181, GO:0003735, GO:0022625
Q5JGT6	GO:0003735, GO:0006412, GO:0022625
Q5JI51	GO:0003735, GO:0006412, GO:0022625
Q5JIE0	GO:0000398, GO:0003723, GO:0120114, GO:1990904
Q5JIE1	GO:0003723, GO:0003735, GO:0006412, GO:0008270, GO:0019843, GO:0022625
Q5JJE4	GO:0003723, GO:0003735, GO:0006412, GO:0022625, GO:0042273
Q5JJG2	GO:0002181, GO:0003735, GO:0008270, GO:0019843, GO:0022627
Q6MX18	GO:0005576, GO:0032991
Q6MX40	GO:0003677, GO:0004521, GO:0006402, GO:0016075
Q747N0	GO:0003735, GO:0006412, GO:0022625
Q748G1	GO:0005829, GO:0006109, GO:0006402, GO:0044781, GO:0045947, GO:0048027, GO:1902208
Q748Z1	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q748Z2	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q748Z6	GO:0003735, GO:0006412, GO:0022625
Q748Z7	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q749A0	GO:0003735, GO:0005737, GO:0006412, GO:0008270, GO:0015935, GO:0019843
Q749A5	GO:0003735, GO:0006412, GO:0022625
Q74AZ3	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
Q74CA8	GO:0005829, GO:0006308, GO:0008855, GO:0009318
Q74CR8	GO:0000035, GO:0000036, GO:0005829, GO:0009245
Q74CS3	GO:0003735, GO:0006412, GO:0015934
Q74CT0	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q74D02	GO:0003735, GO:0006412, GO:0022625
Q74ES0	GO:0003998
Q7CFT2	GO:0003735, GO:0006412, GO:0022625
Q7CPL3	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q7CPV1	GO:0005737, GO:0006105
Q7CQ71	GO:0003735, GO:0006412, GO:0008097, GO:0022625
Q7CQS9	GO:0003998
Q7DDM4	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q7DDS9	GO:0003735, GO:0006412, GO:0022625
Q7DDT3	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q7NCC0	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q7NE54	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q7NE87	GO:0003998
Q7NEG0	GO:0003735, GO:0006412, GO:0022625
Q7NEG1	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q7NEP1	GO:0003735, GO:0005840, GO:0006412, GO:1990904
Q7NGV2	GO:0003735, GO:0006412, GO:0022625
Q7NH99	GO:0003735, GO:0005737, GO:0006412, GO:0015935
Q7NJ38	GO:0000918, GO:0005886, GO:0032955
Q7NK35	GO:0006729, GO:0008124
Q7NM64	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q7NMA7	GO:0005886, GO:0009523, GO:0009539, GO:0015979
Q7NME2	GO:0003735, GO:0006412, GO:0022625
Q7NNH7	GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0070181, GO:1990904
Q7NNJ8	GO:0003743, GO:0005829, GO:0019843, GO:0043022
Q7NPG8	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q7UEY5	GO:0003743, GO:0005829, GO:0019843, GO:0043022
Q7UFN3	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q7UG38	GO:0005829, GO:0006109, GO:0006402, GO:0044781, GO:0045947, GO:0048027, GO:1902208
Q7UN07	GO:0003735, GO:0005737, GO:0006412, GO:0008270, GO:0015935, GO:0019843
Q7UN12	GO:0003735, GO:0006412, GO:0022625
Q7UN16	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q7UP72	GO:0003735, GO:0006412, GO:0022625
Q7UPC9	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
Q7UPR5	GO:0003735, GO:0006412, GO:0022625
Q7UR97	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q7UYY2	GO:0000035, GO:0000036, GO:0005829, GO:0009245
Q814C3	GO:0003743, GO:0005829, GO:0019843, GO:0043022
Q814G5	GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0070181, GO:1990904
Q814G7	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q816H3	GO:0003676, GO:0003677, GO:0005737, GO:0010468
Q817H6	GO:0003735, GO:0006412, GO:0022625
Q817J1	GO:0000917, GO:0000921, GO:0005829, GO:0005886, GO:0030428, GO:0032153, GO:0043093
Q817U4	GO:0003735, GO:0006412, GO:0022625
Q818E1	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
Q818R7	GO:0005829, GO:0006308, GO:0008855, GO:0009318
Q819V7	GO:0000035, GO:0000036, GO:0005829, GO:0009245
Q819W3	GO:0003735, GO:0005737, GO:0006412, GO:0015935
Q819Z0	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q81A74	GO:0003723, GO:0005829, GO:0006355, GO:0043487, GO:0045974
Q81DK5	GO:0003676, GO:0003677, GO:0005737, GO:0010468
Q81GQ6	GO:0003676, GO:0003677, GO:0005737, GO:0010468
Q81IN4	GO:0005524, GO:0006412, GO:0006450, GO:0050566, GO:0050567, GO:0070681
Q81J24	GO:0003735, GO:0006412, GO:0022625
Q81J29	GO:0003735, GO:0006412, GO:0008270, GO:0015935, GO:0019843
Q81J33	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q81J34	GO:0003735, GO:0006412, GO:0022625
Q81J38	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q81J40	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q83AB0	GO:0003998
Q83B45	GO:0005886, GO:0030428, GO:0032153, GO:0043093
Q83C12	GO:0003735, GO:0006412, GO:0022625
Q83CD1	GO:0003743, GO:0005829, GO:0019843, GO:0043022
Q83CQ8	GO:0005829, GO:0006109, GO:0006402, GO:0045947, GO:0045948, GO:0048027
Q83D06	GO:0005506, GO:0005829, GO:0034599
Q83D70	GO:0005737, GO:0006105
Q83D75	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q83D88	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q83E63	GO:0005829, GO:0006308, GO:0008855, GO:0009318
Q83ED6	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
Q83ED9	GO:0003735, GO:0006412, GO:0022625
Q83EM4	GO:0003735, GO:0006412, GO:0022625
Q83EQ8	GO:0003735, GO:0006412, GO:0022625
Q83ER7	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q83ER8	GO:0003735, GO:0006412, GO:0022625
Q83ES0	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q83ES2	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q83FB6	GO:0005829, GO:0006109, GO:0006402, GO:0045947, GO:0045948, GO:0048027
Q89GR1	GO:0000035, GO:0000036, GO:0005829, GO:0009245
Q89J86	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q89J88	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q89J92	GO:0003735, GO:0006412, GO:0022625
Q89J93	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q89JA2	GO:0003735, GO:0006412, GO:0022625
Q89K02	GO:0003735, GO:0006412, GO:0022625
Q89LQ2	GO:0003723, GO:0005829, GO:0006355, GO:0043487, GO:0045974
Q89MI0	GO:0000918, GO:0005886, GO:0032955
Q89MV8	GO:0000035, GO:0000036, GO:0005829, GO:0009245, GO:0031177
Q89MW4	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q89RW0	GO:0005829, GO:0006308, GO:0008855, GO:0009318
Q89UH1	GO:0003743, GO:0005829, GO:0019843, GO:0043022
Q89W61	GO:0003735, GO:0006412, GO:0015935, GO:0070181
Q89WB2	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q89WH9	GO:0003735, GO:0006412, GO:0022625
Q89WZ6	GO:0006729, GO:0008124
Q89X93	GO:0003735, GO:0006412, GO:0022625
Q89ZR3	GO:0003735, GO:0006412, GO:0022625
Q8A276	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
Q8A2E6	GO:0000035, GO:0000036, GO:0005829, GO:0009245, GO:0031177
Q8A418	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8A480	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8A484	GO:0003735, GO:0006412, GO:0022625
Q8A485	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8A489	GO:0003735, GO:0005737, GO:0006412, GO:0015935, GO:0019843
Q8A494	GO:0003735, GO:0006412, GO:0022625
Q8A498	GO:0003743, GO:0005829, GO:0019843, GO:0043022
Q8A5S6	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q8A999	GO:0003735, GO:0005840, GO:0006412, GO:1990904
Q8AAP0	GO:0003735, GO:0006412, GO:0022625
Q8ABV5	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8CWQ0	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8CWS0	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
Q8CWV1	GO:0003735, GO:0006412, GO:0022625
Q8CWV6	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q8E9M3	GO:0003735, GO:0006412, GO:0022625
Q8E9M4	GO:0003735, GO:0006412, GO:0022625
Q8EAH4	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q8EB81	GO:0003735, GO:0006412, GO:0022625
Q8EBH9	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
Q8EBR1	GO:0005886, GO:0030428, GO:0032153, GO:0043093
Q8EBS3	GO:0005829, GO:0006109, GO:0006402, GO:0045947, GO:0045948, GO:0048027
Q8EBX6	GO:0005506, GO:0005829, GO:0034599
Q8EDH4	GO:0000035, GO:0000036, GO:0005829, GO:0009245
Q8EDW6	GO:0003743, GO:0005829, GO:0019843, GO:0043022
Q8EE12	GO:0000918, GO:0005886, GO:0032955
Q8EEI1	GO:0003677, GO:0005694, GO:0005829, GO:0006310, GO:0006355, GO:0006417, GO:0030527
Q8EER7	GO:0003735, GO:0006412, GO:0022625
Q8EF74	GO:0003735, GO:0006412, GO:0008097, GO:0022625
Q8EF98	GO:0003677, GO:0005829, GO:0006310, GO:0006355, GO:0006417, GO:0030527
Q8EH72	GO:0003735, GO:0005737, GO:0006412, GO:0015935
Q8EH90	GO:0005737, GO:0006105
Q8EHL3	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8EJ69	GO:0003723, GO:0005829, GO:0006355, GO:0043487, GO:0045974
Q8EK52	GO:0003735, GO:0006412, GO:0022625
Q8EK60	GO:0003735, GO:0006412, GO:0019843, GO:0022627
